충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,
군산시 미성동주민센터,외부 주차장,전라북도,연중무휴,00:00,24:00,Y,N,,1,0,N,전라북도 군산시 미성문화길 4-5 (산북동     미성동주민센터),전라북도 군산시 산북동 2476-1,케이티,063-454-7826,35.959565,126.656798,2018-08-01,4670000,전라북도 군산시,
군산시 해신동주민센터,외부 주차장,전라북도,연중무휴,00:00,24:00,Y,N,,1,0,N,전라북도 군산시 중앙로 224 (금동     해신동주민센터),전라북도 군산시 금동 2-3,케이티,063-454-7343,35.989999,126.707038,2018-08-01,4670000,전라북도 군산시,
군산시 구암동주민센터,외부 주차장,전라북도,연중무휴,00:00,24:00,Y,N,,1,0,N,전라북도 군산시 세풍길 21 (구암동     구암동주민센터),전라북도 군산시 구암동 377,케이티,063-454-7583,35.986028,126.744035,2018-08-01,4670000,전라북도 군산시,
여수시청 직장어린이집앞,여수시 본청사,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,전라남도 여수시 시청로 1,전라남도 여수시 학동 168,환경부,1661-9408,34.760333,127.663333,2018-04-30,4810000,전라남도 여수시,
돌산청사,여수시 돌산청사,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,전라남도 여수시 돌산읍 강남로 31,전라남도 여수시 돌산읍 우두리 1049,환경부,1661-9408,34.718731,127.748793,2018-04-30,4810000,전라남도 여수시,
대포졸음쉼터,여수 자동차 전용도로 졸음쉼터,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,N,전라남도 여수시 소라면 대포리 산125-5,,한국전력공사,1899-2100,34.1816358,127.619966,2018-04-30,4810000,전라남도 여수시,
한전여수지사,한국전력공사 여수지사,전라남도,연중무휴,06:00,22:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,전라남도 여수시 좌수영로 416,,한국전력공사,1899-2100,34.7661274,127.704082,2018-04-30,4810000,전라남도 여수시,
화장동 공영주차장,화장동 공영주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,,전라남도 여수시 화장동 795-1,한국전력공사,1899-2100,34.776952,127.648209,2018-04-30,4810000,전라남도 여수시,
향일암 주차장,향일암 주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 향일암로 142,전라남도 여수시 돌산읍 율림리 35,한국전력공사,1899-2100,34.599986,127.802689,2018-04-30,4810000,전라남도 여수시,
율촌도서관 공영주차장,율촌도서관 공영주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 율촌로 100-1,전라남도 여수시 율촌면 조화리 65-1,한국전력공사,1899-2100,34.884739,127.578416,2018-04-30,4810000,전라남도 여수시,
여수농협 미평,여수농협 미평,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 미평9길 12,전라남도 여수시 미평동 668-5,한국전력공사,1899-2100,34.7514404,127.7080593,2018-04-30,4810000,전라남도 여수시,
여서청사 주차장,여서청사 주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 여서1로 101,전라남도 여수시 여서동 222-2,한국전력공사,1899-2100,34.7700606,127.7046713,2018-04-30,4810000,전라남도 여수시,
여문공영주차장,여문공영주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 여서1로 50,전라남도 여수시 여서동 237,한국전력공사,1899-2100,34.7548921,127.7082001,2018-04-30,4810000,전라남도 여수시,
배수펌프 주차장,배수펌프 주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 여객선터미널 40,전라남도 여수시 남산동 493,한국전력공사,1899-2100,34.7519623,127.7033526,2018-04-30,4810000,전라남도 여수시,
동백공영주차장,동백공영주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 오동도로 98,전라남도 여수시 수정동 280,한국전력공사,1899-2100,34.7368064,127.7319457,2018-04-30,4810000,전라남도 여수시,
내트럭 여수사업소,내트럭 여수사업소,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 여수산단로 140,전라남도 여수시 주삼동 1020,한국전력공사,1899-2100,34.7419445,127.7516078,2018-04-30,4810000,전라남도 여수시,
공단반점 앞 주차장,공단반점 앞 주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,,전라남도 여수시 월하동 1145-5,한국전력공사,1899-2100,34.8114893,127.661918,2018-04-30,4810000,전라남도 여수시,
공단119 인근 주차장,공단119 인근 주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,,전라남도 여수시 중흥동 1696-1,한국전력공사,1899-2100,34.8076923,127.669625,2018-04-30,4810000,전라남도 여수시,
해태동백타운,해태동백타운,전라남도,연중무휴,00:00,00:00,Y,N,완속,1,0,N,전라남도 여수시 봉강동 봉강서1길 38,전라남도 여수시 봉강동 471,한국전력공사,1899-2100,34.8838355,127.578765,2018-04-30,4810000,전라남도 여수시,
우미이노스빌,우미이노스빌,전라남도,연중무휴,00:00,00:00,Y,Y,DC차데모+AC3상+DC콤보,1,1,N,전라남도 여수시 선원동 선원4길 67,전라남도 여수시 선원동 1341,한국전력공사,1899-2100,34.7425034,127.7234951,2018-04-30,4810000,전라남도 여수시,
웅천지웰1-2차아파트,웅천지웰1-2차아파트,전라남도,연중무휴,00:00,00:00,Y,Y,DC차데모+AC3상+DC콤보,1,1,N,전라남도 여수시 웅천동 1687,전라남도 여수시 웅천중앙로 8,한국전력공사,1899-2100,34.7547841,127.7228901,2018-04-30,4810000,전라남도 여수시,
남양 아파트,남양 아파트,전라남도,연중무휴,00:00,00:00,Y,N,완속,1,0,N,전라남도 여수시 선원동 무선3길 18,전라남도 여수시 선원동 1256,한국전력공사,1899-2100,34.748129,127.670366,2018-04-30,4810000,전라남도 여수시,
여수청솔1차 아파트,여수청솔1차 아파트,전라남도,연중무휴,00:00,00:00,Y,N,완속,3,0,N,전라남도 여수시 돌산읍 강남8길 20,전라남도 여수시 돌산읍 우두리 1046-1,한국전력공사,1899-2100,34.7715317,127.6514459,2018-04-30,4810000,전라남도 여수시,
신월대주 아파트,신월대주 아파트,전라남도,연중무휴,00:00,00:00,Y,N,완속,2,0,N,전라남도 여수시 신월동 신월2길 35,전라남도 여수시 신월동 1-4,한국전력공사,1899-2100,34.720174,127.7474921,2018-04-30,4810000,전라남도 여수시,
웅천지웰1-1차아파트,웅천지웰1-1차아파트,전라남도,연중무휴,00:00,00:00,Y,Y,DC차데모+AC3상+DC콤보,1,1,N,전라남도 여수시 예울마루로 30,전라남도 여수시 웅천동 1683,한국전력공사,1899-2100,34.7289339,127.712131,2018-04-30,4810000,전라남도 여수시,
여수시청 직장어린이집앞,여수시 본청사,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,전라남도 여수시 시청로 1,전라남도 여수시 학동 168,환경부,1661-9408,34.760333,127.663333,2018-04-30,4810000,전라남도 여수시,
돌산청사,여수시 돌산청사,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,전라남도 여수시 돌산읍 강남로 31,전라남도 여수시 돌산읍 우두리 1049,환경부,1661-9408,34.718731,127.748793,2018-04-30,4810000,전라남도 여수시,
대포졸음쉼터,여수 자동차 전용도로 졸음쉼터,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,N,전라남도 여수시 소라면 대포리 산125-5,,한국전력공사,1899-2100,34.1816358,127.619966,2018-04-30,4810000,전라남도 여수시,
한전여수지사,한국전력공사 여수지사,전라남도,연중무휴,06:00,22:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,전라남도 여수시 좌수영로 416,,한국전력공사,1899-2100,34.7661274,127.704082,2018-04-30,4810000,전라남도 여수시,
화장동 공영주차장,화장동 공영주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,,전라남도 여수시 화장동 795-1,한국전력공사,1899-2100,34.776952,127.648209,2018-04-30,4810000,전라남도 여수시,
향일암 주차장,향일암 주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 향일암로 142,전라남도 여수시 돌산읍 율림리 35,한국전력공사,1899-2100,34.599986,127.802689,2018-04-30,4810000,전라남도 여수시,
율촌도서관 공영주차장,율촌도서관 공영주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 율촌로 100-1,전라남도 여수시 율촌면 조화리 65-1,한국전력공사,1899-2100,34.884739,127.578416,2018-04-30,4810000,전라남도 여수시,
여수농협 미평,여수농협 미평,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 미평9길 12,전라남도 여수시 미평동 668-5,한국전력공사,1899-2100,34.7514404,127.7080593,2018-04-30,4810000,전라남도 여수시,
여서청사 주차장,여서청사 주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 여서1로 101,전라남도 여수시 여서동 222-2,한국전력공사,1899-2100,34.7700606,127.7046713,2018-04-30,4810000,전라남도 여수시,
여문공영주차장,여문공영주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 여서1로 50,전라남도 여수시 여서동 237,한국전력공사,1899-2100,34.7548921,127.7082001,2018-04-30,4810000,전라남도 여수시,
배수펌프 주차장,배수펌프 주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 여객선터미널 40,전라남도 여수시 남산동 493,한국전력공사,1899-2100,34.7519623,127.7033526,2018-04-30,4810000,전라남도 여수시,
동백공영주차장,동백공영주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 오동도로 98,전라남도 여수시 수정동 280,한국전력공사,1899-2100,34.7368064,127.7319457,2018-04-30,4810000,전라남도 여수시,
내트럭 여수사업소,내트럭 여수사업소,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 여수산단로 140,전라남도 여수시 주삼동 1020,한국전력공사,1899-2100,34.7419445,127.7516078,2018-04-30,4810000,전라남도 여수시,
공단반점 앞 주차장,공단반점 앞 주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,,전라남도 여수시 월하동 1145-5,한국전력공사,1899-2100,34.8114893,127.661918,2018-04-30,4810000,전라남도 여수시,
공단119 인근 주차장,공단119 인근 주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,,전라남도 여수시 중흥동 1696-1,한국전력공사,1899-2100,34.8076923,127.669625,2018-04-30,4810000,전라남도 여수시,
해태동백타운,해태동백타운,전라남도,연중무휴,00:00,00:00,Y,N,완속,1,0,N,전라남도 여수시 봉강동 봉강서1길 38,전라남도 여수시 봉강동 471,한국전력공사,1899-2100,34.8838355,127.578765,2018-04-30,4810000,전라남도 여수시,
우미이노스빌,우미이노스빌,전라남도,연중무휴,00:00,00:00,Y,Y,DC차데모+AC3상+DC콤보,1,1,N,전라남도 여수시 선원동 선원4길 67,전라남도 여수시 선원동 1341,한국전력공사,1899-2100,34.7425034,127.7234951,2018-04-30,4810000,전라남도 여수시,
웅천지웰1-2차아파트,웅천지웰1-2차아파트,전라남도,연중무휴,00:00,00:00,Y,Y,DC차데모+AC3상+DC콤보,1,1,N,전라남도 여수시 웅천동 1687,전라남도 여수시 웅천중앙로 8,한국전력공사,1899-2100,34.7547841,127.7228901,2018-04-30,4810000,전라남도 여수시,
남양 아파트,남양 아파트,전라남도,연중무휴,00:00,00:00,Y,N,완속,1,0,N,전라남도 여수시 선원동 무선3길 18,전라남도 여수시 선원동 1256,한국전력공사,1899-2100,34.748129,127.670366,2018-04-30,4810000,전라남도 여수시,
여수청솔1차 아파트,여수청솔1차 아파트,전라남도,연중무휴,00:00,00:00,Y,N,완속,3,0,N,전라남도 여수시 돌산읍 강남8길 20,전라남도 여수시 돌산읍 우두리 1046-1,한국전력공사,1899-2100,34.7715317,127.6514459,2018-04-30,4810000,전라남도 여수시,
신월대주 아파트,신월대주 아파트,전라남도,연중무휴,00:00,00:00,Y,N,완속,2,0,N,전라남도 여수시 신월동 신월2길 35,전라남도 여수시 신월동 1-4,한국전력공사,1899-2100,34.720174,127.7474921,2018-04-30,4810000,전라남도 여수시,
웅천지웰1-1차아파트,웅천지웰1-1차아파트,전라남도,연중무휴,00:00,00:00,Y,Y,DC차데모+AC3상+DC콤보,1,1,N,전라남도 여수시 예울마루로 30,전라남도 여수시 웅천동 1683,한국전력공사,1899-2100,34.7289339,127.712131,2018-04-30,4810000,전라남도 여수시,
여수시청 직장어린이집앞,여수시 본청사,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,전라남도 여수시 시청로 1,전라남도 여수시 학동 168,환경부,1661-9408,34.760333,127.663333,2018-04-30,4810000,전라남도 여수시,
돌산청사,여수시 돌산청사,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,전라남도 여수시 돌산읍 강남로 31,전라남도 여수시 돌산읍 우두리 1049,환경부,1661-9408,34.718731,127.748793,2018-04-30,4810000,전라남도 여수시,
대포졸음쉼터,여수 자동차 전용도로 졸음쉼터,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,N,전라남도 여수시 소라면 대포리 산125-5,,한국전력공사,1899-2100,34.1816358,127.619966,2018-04-30,4810000,전라남도 여수시,
한전여수지사,한국전력공사 여수지사,전라남도,연중무휴,06:00,22:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,전라남도 여수시 좌수영로 416,,한국전력공사,1899-2100,34.7661274,127.704082,2018-04-30,4810000,전라남도 여수시,
화장동 공영주차장,화장동 공영주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,,전라남도 여수시 화장동 795-1,한국전력공사,1899-2100,34.776952,127.648209,2018-04-30,4810000,전라남도 여수시,
향일암 주차장,향일암 주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 향일암로 142,전라남도 여수시 돌산읍 율림리 35,한국전력공사,1899-2100,34.599986,127.802689,2018-04-30,4810000,전라남도 여수시,
율촌도서관 공영주차장,율촌도서관 공영주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 율촌로 100-1,전라남도 여수시 율촌면 조화리 65-1,한국전력공사,1899-2100,34.884739,127.578416,2018-04-30,4810000,전라남도 여수시,
여수농협 미평,여수농협 미평,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 미평9길 12,전라남도 여수시 미평동 668-5,한국전력공사,1899-2100,34.7514404,127.7080593,2018-04-30,4810000,전라남도 여수시,
여서청사 주차장,여서청사 주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 여서1로 101,전라남도 여수시 여서동 222-2,한국전력공사,1899-2100,34.7700606,127.7046713,2018-04-30,4810000,전라남도 여수시,
여문공영주차장,여문공영주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 여서1로 50,전라남도 여수시 여서동 237,한국전력공사,1899-2100,34.7548921,127.7082001,2018-04-30,4810000,전라남도 여수시,
배수펌프 주차장,배수펌프 주차장,전라남도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,전라남도 여수시 여객선터미널 40,전라남도 여수시 남산동 493,한국전력공사,1899-2100,34.7519623,127.7033526,2018-04-30,4810000,전라남도 여수시,
